freq,psd_x,psd_y,psd_z,psd_xyz
91.2,6.832e+02,5.992e+02,9.487e+04,9.615e+04
92.6,6.784e+02,3.494e+02,8.528e+04,8.631e+04
94.1,7.199e+02,2.987e+02,7.651e+04,7.752e+04
95.6,7.227e+02,3.233e+02,7.025e+04,7.129e+04
97.1,5.755e+02,5.227e+02,6.538e+04,6.648e+04
98.6,6.955e+02,7.703e+02,5.963e+04,6.109e+04
100.1,7.766e+02,8.494e+02,5.347e+04,5.509e+04
101.6,1.148e+03,1.090e+03,4.755e+04,4.979e+04
103.1,2.572e+03,2.326e+03,4.428e+04,4.918e+04
104.6,4.139e+03,3.505e+03,4.009e+04,4.773e+04
106.1,3.692e+03,2.875e+03,3.159e+04,3.815e+04
107.6,2.448e+03,1.926e+03,2.444e+04,2.882e+04
109.1,1.841e+03,1.478e+03,1.999e+04,2.331e+04
110.6,1.902e+03,1.572e+03,1.779e+04,2.126e+04
112.1,2.375e+03,1.846e+03,1.600e+04,2.022e+04
113.6,2.679e+03,1.998e+03,1.226e+04,1.694e+04
115.1,3.035e+03,2.484e+03,8.958e+03,1.448e+04
116.6,3.873e+03,4.406e+03,8.411e+03,1.669e+04
118.0,4.554e+03,8.166e+03,9.955e+03,2.267e+04
119.5,4.817e+03,1.102e+04,1.228e+04,2.811e+04
121.0,5.538e+03,1.236e+04,1.554e+04,3.344e+04
122.5,6.412e+03,1.397e+04,1.955e+04,3.994e+04
124.0,7.511e+03,1.488e+04,2.391e+04,4.630e+04
125.5,8.713e+03,1.574e+04,2.746e+04,5.192e+04
127.0,9.598e+03,1.703e+04,2.793e+04,5.455e+04
128.5,9.462e+03,1.670e+04,2.659e+04,5.276e+04
130.0,9.264e+03,1.456e+04,2.456e+04,4.838e+04
131.5,8.428e+03,1.175e+04,2.221e+04,4.238e+04
133.0,5.642e+03,6.802e+03,1.456e+04,2.700e+04
134.5,2.774e+03,2.787e+03,6.381e+03,1.194e+04
136.0,1.988e+03,1.538e+03,3.769e+03,7.296e+03
137.5,1.629e+03,1.047e+03,3.161e+03,5.837e+03
139.0,1.417e+03,7.943e+02,3.194e+03,5.406e+03
140.5,1.395e+03,9.179e+02,3.229e+03,5.542e+03
142.0,1.604e+03,1.526e+03,3.289e+03,6.419e+03
143.5,1.680e+03,1.745e+03,3.585e+03,7.010e+03
144.9,1.681e+03,1.709e+03,3.432e+03,6.822e+03
146.4,1.578e+03,1.429e+03,3.113e+03,6.120e+03
147.9,1.501e+03,1.189e+03,2.807e+03,5.496e+03
149.4,1.519e+03,9.449e+02,2.480e+03,4.944e+03
150.9,1.528e+03,8.366e+02,2.431e+03,4.796e+03
152.4,1.540e+03,8.560e+02,3.598e+03,5.994e+03
153.9,1.844e+03,1.102e+03,6.331e+03,9.277e+03
155.4,2.891e+03,1.615e+03,1.063e+04,1.514e+04
156.9,3.499e+03,1.958e+03,1.370e+04,1.916e+04
158.4,2.629e+03,1.929e+03,1.132e+04,1.588e+04
159.9,1.619e+03,1.427e+03,7.502e+03,1.055e+04
161.4,1.199e+03,1.008e+03,6.123e+03,8.330e+03
162.9,8.410e+02,8.239e+02,4.769e+03,6.434e+03
164.4,7.561e+02,7.620e+02,4.206e+03,5.724e+03
165.9,8.687e+02,9.091e+02,4.465e+03,6.243e+03
167.4,9.755e+02,1.190e+03,4.559e+03,6.725e+03
168.9,9.361e+02,1.282e+03,4.080e+03,6.298e+03
170.3,7.281e+02,1.153e+03,3.236e+03,5.117e+03
171.8,5.897e+02,1.284e+03,2.024e+03,3.898e+03
173.3,1.246e+03,1.855e+03,8.509e+02,3.952e+03
174.8,2.529e+03,2.825e+03,1.398e+03,6.751e+03
176.3,5.005e+03,4.093e+03,3.731e+03,1.283e+04
177.8,5.868e+03,4.980e+03,4.653e+03,1.550e+04
179.3,6.425e+03,5.840e+03,5.593e+03,1.786e+04
180.8,7.604e+03,7.010e+03,7.034e+03,2.165e+04
182.3,9.122e+03,8.592e+03,9.417e+03,2.713e+04
183.8,1.222e+04,1.071e+04,1.456e+04,3.750e+04
185.3,1.622e+04,1.218e+04,2.066e+04,4.907e+04
186.8,1.746e+04,1.318e+04,2.225e+04,5.288e+04
188.3,1.784e+04,1.417e+04,2.149e+04,5.349e+04
189.8,1.695e+04,1.413e+04,2.004e+04,5.112e+04
191.3,1.605e+04,1.328e+04,1.880e+04,4.812e+04
192.8,1.490e+04,1.212e+04,1.698e+04,4.400e+04
194.3,1.288e+04,1.105e+04,1.521e+04,3.914e+04
195.7,1.133e+04,9.720e+03,1.330e+04,3.436e+04
197.2,1.048e+04,8.261e+03,1.179e+04,3.054e+04
198.7,9.588e+03,7.221e+03,1.144e+04,2.825e+04
