freq,psd_x,psd_y,psd_z,psd_xyz
171.4,2.397e+04,9.389e+03,4.267e+04,7.602e+04
172.9,3.031e+04,9.586e+03,5.442e+04,9.432e+04
174.4,3.230e+04,1.007e+04,5.924e+04,1.016e+05
175.9,3.233e+04,1.040e+04,5.941e+04,1.021e+05
177.4,3.510e+04,1.127e+04,6.384e+04,1.102e+05
178.9,3.945e+04,1.359e+04,7.128e+04,1.243e+05
180.4,4.069e+04,1.681e+04,7.222e+04,1.297e+05
181.8,3.922e+04,1.868e+04,6.749e+04,1.254e+05
183.3,3.793e+04,1.991e+04,6.257e+04,1.204e+05
184.8,3.764e+04,2.129e+04,6.153e+04,1.205e+05
186.3,3.781e+04,2.209e+04,6.083e+04,1.207e+05
187.8,3.716e+04,2.196e+04,6.120e+04,1.203e+05
189.3,3.435e+04,2.096e+04,5.971e+04,1.150e+05
190.8,3.121e+04,2.023e+04,5.575e+04,1.072e+05
192.3,2.864e+04,1.970e+04,5.054e+04,9.888e+04
193.8,2.858e+04,1.980e+04,4.984e+04,9.821e+04
195.3,2.978e+04,2.038e+04,5.097e+04,1.011e+05
196.7,2.823e+04,1.869e+04,4.680e+04,9.372e+04
198.2,2.292e+04,1.596e+04,3.708e+04,7.596e+04
199.7,1.840e+04,1.377e+04,2.911e+04,6.127e+04
