freq,psd_x,psd_y,psd_z,psd_xyz
116.5,2.349e+03,1.204e+04,2.945e+04,4.383e+04
118.0,2.235e+03,1.626e+04,2.644e+04,4.493e+04
119.5,2.142e+03,1.956e+04,2.361e+04,4.531e+04
121.0,2.966e+03,1.920e+04,2.202e+04,4.418e+04
122.5,3.883e+03,1.610e+04,2.088e+04,4.087e+04
124.0,4.611e+03,1.394e+04,1.980e+04,3.835e+04
125.5,6.890e+03,1.458e+04,2.192e+04,4.339e+04
126.9,1.118e+04,1.930e+04,2.885e+04,5.932e+04
128.4,1.695e+04,2.585e+04,3.829e+04,8.109e+04
129.9,1.405e+04,1.509e+04,4.228e+04,7.142e+04
131.4,1.367e+04,1.315e+04,4.213e+04,6.895e+04
132.9,1.055e+04,1.069e+04,3.414e+04,5.537e+04
134.4,6.470e+03,6.584e+03,2.140e+04,3.446e+04
135.9,5.164e+03,5.277e+03,1.571e+04,2.615e+04
137.4,4.625e+03,4.533e+03,1.379e+04,2.295e+04
138.9,4.032e+03,3.597e+03,1.125e+04,1.888e+04
140.4,3.299e+03,2.771e+03,9.137e+03,1.521e+04
141.9,2.897e+03,2.170e+03,7.549e+03,1.262e+04
143.4,2.904e+03,1.804e+03,6.146e+03,1.085e+04
144.9,2.907e+03,1.220e+03,4.418e+03,8.546e+03
146.4,2.686e+03,8.695e+02,2.950e+03,6.506e+03
147.9,2.261e+03,8.596e+02,2.318e+03,5.439e+03
149.4,2.080e+03,6.658e+02,1.820e+03,4.565e+03
150.8,2.069e+03,4.111e+02,1.317e+03,3.797e+03
152.3,1.656e+03,3.966e+02,1.347e+03,3.400e+03
153.8,1.691e+03,5.243e+02,2.372e+03,4.588e+03
155.3,1.949e+03,6.109e+02,3.853e+03,6.413e+03
156.8,1.916e+03,7.407e+02,5.400e+03,8.056e+03
158.3,2.284e+03,1.064e+03,7.886e+03,1.123e+04
159.8,3.189e+03,1.401e+03,1.109e+04,1.568e+04
161.3,4.270e+03,1.750e+03,1.455e+04,2.057e+04
162.8,4.880e+03,1.849e+03,1.536e+04,2.209e+04
164.3,4.549e+03,1.786e+03,1.405e+04,2.039e+04
165.8,4.128e+03,1.685e+03,1.328e+04,1.909e+04
167.3,3.223e+03,1.469e+03,1.162e+04,1.631e+04
168.8,2.443e+03,1.240e+03,9.975e+03,1.366e+04
170.3,1.628e+03,8.987e+02,8.166e+03,1.069e+04
171.8,8.714e+02,5.215e+02,5.834e+03,7.227e+03
173.2,6.744e+02,4.082e+02,4.107e+03,5.189e+03
174.7,6.304e+02,3.810e+02,2.688e+03,3.700e+03
176.2,9.249e+02,2.418e+02,2.141e+03,3.307e+03
177.7,1.659e+03,2.534e+02,2.504e+03,4.417e+03
179.2,2.450e+03,3.701e+02,3.635e+03,6.455e+03
180.7,2.798e+03,4.938e+02,4.411e+03,7.703e+03
182.2,3.016e+03,4.833e+02,5.045e+03,8.545e+03
183.7,2.742e+03,5.709e+02,5.023e+03,8.336e+03
185.2,3.021e+03,8.284e+02,5.585e+03,9.434e+03
186.7,3.116e+03,9.868e+02,5.747e+03,9.850e+03
188.2,2.867e+03,9.215e+02,5.082e+03,8.870e+03
189.7,3.683e+03,1.022e+03,6.543e+03,1.125e+04
191.2,7.983e+03,1.962e+03,1.556e+04,2.550e+04
192.7,1.461e+04,4.095e+03,2.821e+04,4.691e+04
194.2,2.171e+04,7.163e+03,4.163e+04,7.051e+04
195.6,2.914e+04,1.098e+04,5.664e+04,9.676e+04
197.1,3.470e+04,1.439e+04,6.790e+04,1.170e+05
198.6,3.379e+04,1.674e+04,6.710e+04,1.176e+05
