freq,psd_x,psd_y,psd_z,psd_xyz
91.2,8.336e+03,1.533e+04,1.625e+03,2.530e+04
92.7,5.671e+03,1.260e+04,1.527e+03,1.979e+04
94.2,4.370e+03,1.140e+04,1.372e+03,1.714e+04
95.7,4.057e+03,1.189e+04,1.001e+03,1.695e+04
97.2,4.152e+03,1.204e+04,9.464e+02,1.714e+04
98.7,4.580e+03,1.123e+04,9.600e+02,1.677e+04
100.1,5.021e+03,1.034e+04,9.321e+02,1.630e+04
101.6,5.645e+03,1.001e+04,9.047e+02,1.656e+04
103.1,6.410e+03,1.046e+04,8.982e+02,1.777e+04
104.6,6.845e+03,1.115e+04,9.281e+02,1.892e+04
106.1,7.266e+03,1.580e+04,1.376e+03,2.444e+04
107.6,6.652e+03,2.435e+04,1.771e+03,3.278e+04
109.1,5.044e+03,2.909e+04,1.509e+03,3.564e+04
110.6,3.819e+03,3.534e+04,1.346e+03,4.050e+04
112.1,2.775e+03,4.125e+04,1.239e+03,4.527e+04
113.6,1.890e+03,4.541e+04,1.120e+03,4.842e+04
115.1,1.183e+03,4.752e+04,1.041e+03,4.974e+04
116.6,7.310e+02,4.658e+04,9.779e+02,4.829e+04
118.1,4.992e+02,4.376e+04,9.115e+02,4.517e+04
119.6,4.304e+02,4.178e+04,8.141e+02,4.303e+04
121.1,3.552e+02,4.160e+04,7.064e+02,4.266e+04
122.6,2.708e+02,4.234e+04,6.412e+02,4.325e+04
124.1,2.353e+02,4.274e+04,6.228e+02,4.360e+04
125.6,2.351e+02,4.263e+04,6.505e+02,4.352e+04
127.1,2.420e+02,4.206e+04,6.798e+02,4.298e+04
128.6,2.772e+02,4.028e+04,7.027e+02,4.126e+04
130.0,3.633e+02,3.783e+04,6.968e+02,3.889e+04
131.5,4.481e+02,3.385e+04,6.137e+02,3.491e+04
133.0,2.649e+02,1.604e+04,3.153e+02,1.662e+04
134.5,6.582e+01,1.872e+03,9.292e+01,2.031e+03
136.0,5.783e+01,9.793e+02,9.567e+01,1.133e+03
137.5,6.352e+01,1.013e+03,1.334e+02,1.210e+03
139.0,7.383e+01,1.051e+03,1.723e+02,1.298e+03
140.5,8.359e+01,1.261e+03,2.149e+02,1.559e+03
142.0,7.954e+01,1.354e+03,2.332e+02,1.667e+03
143.5,7.237e+01,1.078e+03,1.141e+02,1.265e+03
145.0,7.786e+01,1.125e+03,8.420e+01,1.287e+03
146.5,8.370e+01,1.295e+03,9.630e+01,1.475e+03
148.0,7.976e+01,1.579e+03,1.272e+02,1.786e+03
149.5,7.381e+01,1.936e+03,1.469e+02,2.156e+03
151.0,7.628e+01,2.026e+03,1.577e+02,2.260e+03
152.5,8.009e+01,1.883e+03,1.825e+02,2.146e+03
154.0,1.079e+02,1.697e+03,2.061e+02,2.011e+03
155.5,1.190e+02,1.571e+03,2.192e+02,1.909e+03
157.0,1.007e+02,1.413e+03,2.287e+02,1.743e+03
158.4,1.003e+02,1.253e+03,2.440e+02,1.597e+03
159.9,1.150e+02,9.996e+02,2.562e+02,1.371e+03
161.4,1.176e+02,7.735e+02,2.551e+02,1.146e+03
162.9,1.281e+02,6.508e+02,2.442e+02,1.023e+03
164.4,1.235e+02,5.351e+02,2.531e+02,9.117e+02
165.9,1.321e+02,4.747e+02,2.544e+02,8.611e+02
167.4,1.295e+02,4.414e+02,2.675e+02,8.384e+02
168.9,1.440e+02,4.512e+02,3.229e+02,9.181e+02
170.4,1.609e+02,5.519e+02,3.774e+02,1.090e+03
171.9,1.953e+02,8.086e+02,3.710e+02,1.375e+03
173.4,2.119e+02,1.105e+03,3.690e+02,1.686e+03
174.9,1.971e+02,1.262e+03,4.075e+02,1.866e+03
176.4,2.004e+02,1.484e+03,5.148e+02,2.200e+03
177.9,2.016e+02,1.819e+03,6.753e+02,2.696e+03
179.4,1.814e+02,2.114e+03,7.908e+02,3.086e+03
180.9,1.789e+02,1.970e+03,7.422e+02,2.891e+03
182.4,1.707e+02,2.059e+03,7.931e+02,3.022e+03
183.9,1.811e+02,2.275e+03,9.512e+02,3.407e+03
185.4,1.722e+02,2.272e+03,1.113e+03,3.557e+03
186.8,1.434e+02,2.074e+03,1.098e+03,3.315e+03
188.3,1.038e+02,2.091e+03,9.617e+02,3.156e+03
189.8,1.094e+02,2.256e+03,9.053e+02,3.271e+03
191.3,9.963e+01,2.193e+03,8.598e+02,3.153e+03
192.8,1.069e+02,1.985e+03,8.203e+02,2.912e+03
194.3,1.297e+02,1.790e+03,7.898e+02,2.709e+03
195.8,1.326e+02,1.666e+03,7.563e+02,2.555e+03
197.3,1.464e+02,1.629e+03,7.488e+02,2.525e+03
198.8,1.481e+02,1.524e+03,6.938e+02,2.366e+03
