freq,psd_x,psd_y,psd_z,psd_xyz
97.1,4.223e+03,1.774e+04,1.679e+03,2.365e+04
98.6,3.888e+03,1.819e+04,1.081e+03,2.316e+04
100.1,3.518e+03,1.699e+04,8.097e+02,2.132e+04
101.6,3.135e+03,1.550e+04,6.044e+02,1.924e+04
103.1,2.902e+03,1.553e+04,3.998e+02,1.883e+04
104.6,2.568e+03,1.631e+04,2.981e+02,1.917e+04
106.1,2.357e+03,1.690e+04,2.696e+02,1.953e+04
107.6,2.363e+03,1.886e+04,2.315e+02,2.145e+04
109.1,2.279e+03,2.228e+04,2.019e+02,2.476e+04
110.6,2.173e+03,2.701e+04,2.142e+02,2.940e+04
112.1,2.068e+03,3.473e+04,3.273e+02,3.712e+04
113.6,2.158e+03,4.949e+04,7.015e+02,5.235e+04
115.1,2.432e+03,7.434e+04,1.502e+03,7.828e+04
116.6,2.141e+03,9.184e+04,2.206e+03,9.618e+04
118.1,1.520e+03,9.500e+04,2.311e+03,9.883e+04
119.6,9.788e+02,9.784e+04,1.992e+03,1.008e+05
121.1,7.308e+02,9.867e+04,1.680e+03,1.011e+05
122.5,5.738e+02,9.298e+04,1.481e+03,9.504e+04
124.0,4.932e+02,8.412e+04,1.315e+03,8.593e+04
125.5,5.702e+02,7.506e+04,1.077e+03,7.671e+04
127.0,7.317e+02,6.651e+04,8.395e+02,6.809e+04
128.5,9.278e+02,6.061e+04,6.414e+02,6.218e+04
130.0,1.055e+03,5.642e+04,4.791e+02,5.795e+04
131.5,1.049e+03,5.108e+04,3.739e+02,5.251e+04
133.0,5.568e+02,2.509e+04,2.625e+02,2.591e+04
134.5,1.054e+02,3.194e+03,1.588e+02,3.458e+03
136.0,6.072e+01,1.597e+03,1.423e+02,1.800e+03
137.5,6.201e+01,1.533e+03,1.302e+02,1.725e+03
139.0,6.812e+01,1.483e+03,1.288e+02,1.680e+03
140.5,6.158e+01,1.428e+03,1.421e+02,1.631e+03
142.0,4.792e+01,1.283e+03,1.494e+02,1.480e+03
143.5,4.326e+01,1.294e+03,1.638e+02,1.501e+03
145.0,4.925e+01,1.532e+03,1.975e+02,1.779e+03
146.5,5.638e+01,1.713e+03,2.123e+02,1.981e+03
148.0,5.773e+01,1.883e+03,2.246e+02,2.165e+03
149.4,6.491e+01,2.047e+03,2.270e+02,2.339e+03
150.9,6.845e+01,2.054e+03,2.095e+02,2.332e+03
152.4,6.794e+01,1.944e+03,2.017e+02,2.214e+03
153.9,7.446e+01,1.842e+03,1.941e+02,2.111e+03
155.4,8.087e+01,1.792e+03,1.756e+02,2.048e+03
156.9,8.493e+01,1.776e+03,1.816e+02,2.043e+03
158.4,8.588e+01,1.758e+03,2.073e+02,2.051e+03
159.9,8.066e+01,1.741e+03,2.352e+02,2.057e+03
161.4,7.286e+01,1.648e+03,2.796e+02,2.000e+03
162.9,6.887e+01,1.553e+03,3.041e+02,1.926e+03
164.4,7.080e+01,1.468e+03,3.638e+02,1.903e+03
165.9,7.415e+01,1.417e+03,4.186e+02,1.910e+03
167.4,8.416e+01,1.345e+03,4.648e+02,1.894e+03
168.9,9.909e+01,1.249e+03,5.936e+02,1.941e+03
170.4,1.273e+02,1.053e+03,8.189e+02,1.999e+03
171.9,2.009e+02,9.820e+02,1.294e+03,2.477e+03
173.4,2.816e+02,1.627e+03,1.782e+03,3.691e+03
174.9,3.118e+02,3.085e+03,2.265e+03,5.662e+03
176.4,3.352e+02,4.222e+03,3.033e+03,7.591e+03
177.8,4.049e+02,4.954e+03,3.661e+03,9.020e+03
179.3,5.084e+02,5.767e+03,4.546e+03,1.082e+04
180.8,6.428e+02,6.900e+03,5.749e+03,1.329e+04
182.3,7.638e+02,7.883e+03,7.028e+03,1.567e+04
183.8,8.463e+02,8.301e+03,7.825e+03,1.697e+04
185.3,8.679e+02,8.295e+03,7.987e+03,1.715e+04
186.8,9.220e+02,8.304e+03,8.323e+03,1.755e+04
188.3,9.346e+02,8.089e+03,8.322e+03,1.735e+04
189.8,9.438e+02,7.785e+03,8.000e+03,1.673e+04
191.3,9.112e+02,7.261e+03,7.413e+03,1.558e+04
192.8,8.156e+02,6.850e+03,6.761e+03,1.443e+04
194.3,8.161e+02,6.804e+03,6.059e+03,1.368e+04
195.8,7.364e+02,5.981e+03,5.333e+03,1.205e+04
197.3,5.964e+02,4.729e+03,4.575e+03,9.900e+03
198.8,5.095e+02,4.457e+03,3.828e+03,8.795e+03
